,Device ID,RAM
1423,10418,6GB
1424,10427,
1425,10362,6GB
1426,10494,2GB
1427,10494,3GB
1428,10494,4GB
1429,10363,4GB
1430,10364,1GB
1431,10299,6GB
1432,10299,8GB
1433,10252,6GB
1434,10252,8GB
1435,10292,4GB
1436,10249,4GB
1437,10249,6GB
1438,10236,6GB
1439,10236,8GB
1440,10219,6GB
1441,10219,8GB
1442,10231,2GB
1443,10231,3GB
1444,10227,4GB
1445,10222,3GB
1446,10222,4GB
1447,10223,2GB
1448,10212,4GB
1449,10203,8GB
1450,10204,8GB
1451,10205,6GB
1452,10205,8GB
1453,10206,3GB
1454,10206,4GB
1455,10206,6GB
1456,10166,16MB
1457,11010,4GB
1458,10118,8GB
1459,10152,8GB
1460,10153,6GB
1461,10153,8GB
1462,10112,4GB
1463,9996,6GB
1464,9996,8GB
1465,10100,6GB
1466,10100,8GB
1467,10098,
1468,10073,6GB
1469,10074,4GB
1470,10058,8GB
1471,10012,3GB
1472,9799,6GB
1473,9983,8GB
1474,9971,8GB
1475,9989,8GB
1476,9973,6GB
1477,9973,8GB
1478,9605,
1479,9956,6GB
1480,9922,6GB
1481,9933,4GB
1482,9933,6GB
1483,9933,8GB
1484,9905,4GB
1485,9905,6GB
1486,9887,12GB
1487,9880,8GB
1488,9885,8GB
1489,9881,6GB
1490,9881,8GB
1491,9886,6GB
1492,9886,8GB
1493,9888,32MB
1494,9765,6GB
1495,9765,8GB
1496,9830,4GB
1497,9830,6GB
1498,9830,8GB
1499,9803,6GB
1500,9803,8GB
1501,9748,4GB
1502,9748,6GB
1503,9823,6GB
1504,9747,4GB
1505,9747,8GB
1506,9746,8GB
1507,9728,8GB
1508,9727,6GB
1509,9727,8GB
1510,9742,4GB
1511,9703,4GB
1512,9694,4GB
1513,9705,6GB
1514,9705,8GB
1515,9635,6GB
1516,9635,8GB
1517,9530,6GB
1518,9530,8GB
1519,9545,4GB
1520,9545,6GB
1521,9545,8GB
1522,9627,4GB
1523,9627,6GB
1524,9627,8GB
1525,9675,2GB
1526,9645,3GB
1527,9644,4GB
1528,9644,6GB
1529,9643,4GB
1530,9668,3GB
1531,9668,4GB
1532,9576,3GB
1533,9620,2GB
1534,9625,3GB
1535,9625,4GB
1536,9531,3GB
1537,9500,3GB
1538,9500,4GB
1539,9501,1GB
1540,9481,6GB
1541,9481,8GB
1542,9409,3GB
1543,9466,3GB
1544,9466,4GB
1545,9401,16MB
1546,9395,16MB
1547,9368,8GB
1548,9369,6GB
1549,9369,8GB
1550,9343,6GB
1551,9343,8GB
1552,9367,4GB
1553,9367,6GB
1554,9412,2GB
1555,9412,3GB
1556,9412,4GB
1557,9351,3GB
1558,9351,4GB
1559,9324,3GB
1560,9324,4GB
1561,9324,6GB
1562,9284,4GB
1563,9284,6GB
1564,9272,3GB
1565,9272,6GB
1566,9632,4GB
1567,9632,6GB
1568,9267,4GB
1569,9267,6GB
1570,9199,768MB
1571,9209,1GB
1572,9209,2GB
1573,9196,1GB
1574,9502,2GB
1575,9502,3GB
1576,9162,2GB
1577,9162,3GB
1578,9141,6GB
1579,9106,6GB
1580,9106,8GB
1581,9107,4GB
1582,9107,6GB
1583,9098,3GB
1584,9098,4GB
1585,9188,3GB
1586,9114,3GB
1587,9114,4GB
1588,9265,2GB
1589,9112,3GB
1590,9112,4GB
1591,9080,4GB
1592,9091,4GB
1593,9092,4GB
1594,8961,3GB
1595,8961,4GB
1596,8943,4GB
1597,8943,6GB
1598,8899,6GB
1599,8854,4GB
1600,8854,6GB
1601,8877,4GB
1602,8910,768MB
1603,8857,4GB
1604,8833,2GB
1605,8632,3GB
1606,8715,3GB
1607,8715,4GB
1608,8636,1GB
1609,8636,2GB
1610,8636,3GB
1611,8637,3GB
1612,8637,4GB
1613,8703,4GB
1614,8672,4GB
1615,8663,2GB
1616,8578,2GB
1617,8578,3GB
1618,8635,1GB
1619,8635,2GB
1620,8687,2GB
1621,8695,2GB
1622,8640,2GB
1623,8686,1GB
1624,8594,768MB
1625,8585,768MB
1626,8515,4GB
1627,8515,6GB
1628,8514,4GB
1629,8598,3GB
1630,8598,4GB
1631,8516,3GB
1632,8516,4GB
1633,8458,2GB
1634,8458,3GB
1635,8396,4GB
1636,8396,6GB
1637,8415,6GB
1638,8073,4GB
1639,8411,256KB
1640,8402,3GB
1641,8315,4GB
1642,8312,3GB
1643,8284,3GB
1644,8303,2GB
1645,8303,3GB
1646,8302,2GB
1647,8302,3GB
1648,8301,1GB
1649,8301,2GB
1650,8285,3GB
1651,8285,4GB
1652,8138,2GB
1653,8084,3GB
1654,8037,1GB
1655,8036,1GB
1656,7983,2GB
1657,7983,3GB
1658,7745,4GB
1659,7972,3GB
1660,7972,4GB
1661,7854,2GB
1662,7854,3GB
1663,7687,512MB
1664,7793,2GB
1665,7239,3GB
1666,7239,4GB
1667,7744,3GB
1668,7647,2GB
1669,7588,3GB
1670,7533,3GB
1671,7440,1GB
1672,7440,2GB
1673,7513,2GB
1674,7513,3GB
1675,7309,2GB
1676,7309,3GB
1677,7829,1GB
1678,7206,1GB
1679,7279,2GB
1680,7201,2GB
1681,7200,3GB
1682,7006,3GB
1683,7187,1GB
1684,7075,2GB
1685,7075,3GB
1686,7076,1GB
1687,7077,512MB
1688,7049,1GB
1689,6943,
1690,6909,512MB
1691,6908,512MB
1692,6896,1GB
1693,6869,3GB
1694,7308,1GB
1695,6705,1GB
1696,7307,1GB
1697,6677,1GB
1698,6676,1GB
1699,6646,2GB
1700,6611,2GB
1701,6543,2GB
1702,6543,3GB
1703,6678,1GB
1704,6596,
1705,6499,1GB
1706,6493,512MB
1707,6375,
1708,6124,2GB
1709,6332,1GB
1710,6290,1GB
1711,6278,512MB
1712,6169,1GB
1713,6168,1GB
1714,6136,1GB
1715,6137,1GB
1716,6129,2GB
1717,6103,512MB
1718,5981,1GB
1719,5979,2GB
1720,5949,2GB
1721,5936,512MB
1722,5921,256MB
1723,5840,1GB
1724,5910,512MB
1725,5485,512MB
1726,5739,8MB
1727,5779,4MB
1728,5633,2GB
1729,5699,1GB
1730,6893,512MB
1731,5632,1GB
1732,5698,1GB
1733,5539,1GB
1734,5467,2GB
1735,5386,512MB
1736,5382,1GB
1737,5365,256MB
1738,5267,1GB
1739,5257,1GB
1740,5327,1GB
1741,5648,512MB
1742,5439,1GB
1743,5065,512MB
1744,5237,2GB
1745,5164,2GB
1746,5250,512MB
1747,5141,1GB
1748,5112,512MB
1749,5507,1GB
1750,5077,256MB
1751,5068,512MB
1752,5022,1GB
1753,5020,512MB
1754,4963,768MB
1755,4966,512MB
1756,4882,1GB
1757,4839,256MB
1758,4838,256MB
1759,5383,512MB
1760,4594,512MB
1761,5003,
1762,4410,1GB
1763,4737,
1764,5848,
1765,5109,
1766,4841,256MB
1767,4840,4MB
1768,4837,512MB
1769,5108,
1770,4698,
1771,4656,256MB
1772,4587,2GB
1773,5002,1GB
1774,4570,1GB
1775,4569,1GB
1776,4568,1GB
1777,4409,1GB
1778,4381,512MB
1779,4335,
1780,4334,
1781,4264,1GB
1782,4265,1GB
1783,4609,
1784,4260,256MB
1785,4636,512MB
1786,4234,256MB
1787,4142,512MB
1788,4312,
1789,4109,512MB
1790,4057,256MB
1791,4226,512MB
1792,4148,
1793,4552,512MB
1794,4147,64MB
1795,4206,
1796,4205,256MB
1797,4204,256MB
1798,4032,
1799,3960,
1800,3951,
1801,3789,512MB
1802,3905,
1803,3595,512MB
1804,3596,512MB
1805,3840,256MB
1806,3513,256MB
1807,3451,256MB
1808,3861,512MB
1809,3944,
1810,3372,
1811,3162,
1812,3740,256MB
1813,4063,
1814,3974,
1815,3158,
1816,3157,
1817,6426,
1818,5119,1GB
1819,12817,4GB
1820,12812,4GB
1821,12812,8GB
1822,12792,4GB
1823,12736,3GB
1824,12733,8GB
1825,12732,8GB
1826,12731,4GB
1827,12731,8GB
1828,12642,3GB
1829,12642,4GB
1830,12641,8GB
1831,12518,12GB
1832,12518,8GB
1833,12451,8GB
1834,12424,4GB
1835,12424,8GB
1836,12365,12GB
1837,12365,8GB
1838,12289,4GB
1839,12289,8GB
1840,12273,8GB
1841,12288,8GB
1842,12272,4GB
1843,12272,8GB
1844,12274,8GB
1845,12243,2GB
1846,12216,4GB
1847,12216,8GB
1848,12214,8GB
1849,12131,4GB
1850,12116,3GB
1851,12116,4GB
1852,11976,8GB
1853,11931,4GB
1854,11930,8GB
1855,11929,4GB
1856,11929,6GB
1857,11929,8GB
1858,11912,8GB
1859,11922,
1860,11923,4GB
1861,11924,2GB
1862,11924,3GB
1863,11924,4GB
1864,11924,6GB
1865,11913,8GB
1866,11919,4GB
1867,11919,6GB
1868,11822,8GB
1869,11742,2GB
1870,11742,3GB
1871,11695,8GB
1872,11663,8GB
1873,11662,6GB
1874,11605,4GB
1875,11605,6GB
1876,11547,4GB
1877,11547,6GB
1878,11876,4GB
1879,11876,6GB
1880,11527,4GB
1881,11527,8GB
1882,11526,8GB
1883,11523,4GB
1884,11497,4GB
1885,11497,6GB
1886,11498,4GB
1887,11498,6GB
1888,11499,2GB
1889,11499,3GB
1890,11478,4GB
1891,11473,2GB
1892,11473,3GB
1893,11473,4GB
1894,11355,8GB
1895,11221,2GB
1896,11216,4GB
1897,11214,4GB
1898,11202,4GB
1899,11202,6GB
1900,11202,8GB
1901,11201,4GB
1902,11201,6GB
1903,11189,2GB
1904,11189,3GB
1905,11157,4GB
1906,11157,8GB
1907,11162,4GB
1908,11162,6GB
1909,11161,4GB
1910,10989,8GB
1911,11097,8GB
1912,11098,8GB
1913,11031,2GB
1914,11031,3GB
1915,11031,4GB
1916,11031,6GB
1917,10908,6GB
1918,10908,8GB
1919,10907,6GB
1920,10907,8GB
1921,10909,4GB
1922,10909,6GB
1923,10891,4GB
1924,10869,4GB
1925,10868,4GB
1926,10868,6GB
1927,10735,2GB
1928,10699,2GB
1929,10699,4GB
1930,10646,2GB
1931,10622,8GB
1932,10514,6GB
1933,10515,4GB
1934,10515,6GB
1935,10516,2GB
1936,10516,3GB
1937,10452,3GB
1938,10452,4GB
1939,10452,6GB
1940,10401,8GB
1941,10367,2GB
1942,10367,3GB
1943,10285,2GB
1944,10285,3GB
1945,10285,4GB
1946,10175,4GB
1947,10175,6GB
1948,10177,4GB
1949,10272,4GB
1950,10156,2GB
1951,10156,3GB
1952,10156,4GB
1953,10128,4GB
1954,10128,6GB
1955,10127,4GB
1956,10127,6GB
1957,10116,4GB
1958,10116,6GB
1959,10008,3GB
1960,10008,4GB
1961,9980,1GB
1962,9980,2GB
1963,9975,2GB
1964,9927,2GB
1965,9915,4GB
1966,9915,6GB
1967,9856,2GB
1968,9856,4GB
1969,9761,4GB
1970,9680,2GB
1971,9680,3GB
1972,9678,3GB
1973,9678,6GB
1974,9679,2GB
1975,9679,3GB
1976,9679,6GB
1977,9658,1GB
1978,9658,2GB
1979,9658,4GB
1980,9657,
1981,9656,
1982,9477,1GB
1983,9423,2GB
1984,9423,3GB
1985,9416,4GB
1986,9420,3GB
1987,9420,4GB
1988,9426,1GB
1989,9426,2GB
1990,9417,3GB
1991,9417,4GB
1992,9429,2GB
1993,9430,1GB
1994,9430,2GB
1995,9430,3GB
1996,9425,2GB
1997,9425,3GB
1998,9421,3GB
1999,9415,6GB
2000,9414,6GB
2001,9428,1GB
2002,9427,2GB
2003,9419,2GB
2004,9419,3GB
2005,9418,2GB
2006,9418,3GB
2007,9431,1GB
2008,9479,4GB
2009,9478,3GB
2010,9422,2GB
2011,9422,3GB
2012,9473,2GB
2013,9472,1GB
2014,9472,2GB
2015,9476,2GB
2016,9476,3GB
2017,9475,2GB
2018,9474,2GB
2019,12783,4GB
2020,12783,8GB
2021,12476,12GB
2022,12476,16GB
2023,12443,4GB
2024,12443,8GB
2025,12425,4GB
2026,12425,6GB
2027,12071,12GB
2028,12052,3GB
2029,12052,4GB
2030,12521,3GB
2031,12521,4GB
2032,11842,4GB
2033,11842,6GB
2034,11841,4GB
2035,11841,6GB
2036,11841,8GB
2037,12162,3GB
2038,12162,4GB
2039,11783,
2040,11747,12GB
2041,11747,16GB
2042,11747,8GB
2043,11711,3GB
2044,11711,4GB
2045,11711,6GB
2046,11394,12GB
2047,11394,8GB
2048,11331,12GB
2049,11331,16GB
2050,11331,18GB
2051,12008,4GB
2052,11143,3GB
2053,11143,4GB
2054,11090,6GB
2055,11090,8GB
2056,11091,6GB
2057,11091,8GB
2058,10971,
2059,10972,2GB
2060,10988,
2061,10990,4GB
2062,10990,6GB
2063,10991,2GB
2064,10991,3GB
2065,10992,2GB
2066,10970,4GB
2067,10924,
2068,10925,6GB
2069,10927,6GB
2070,10926,4GB
2071,10926,6GB
2072,10827,12GB
2073,10827,16GB
2074,10827,18GB
2075,10827,8GB
2076,10839,12GB
2077,10839,16GB
2078,10605,4GB
2079,10630,4GB
2080,10733,4GB
2081,10405,4GB
2082,10405,6GB
2083,10686,4GB
2084,10686,6GB
2085,10406,2GB
2086,10406,4GB
2087,10329,12GB
2088,10329,16GB
2089,10224,12GB
2090,10224,16GB
2091,10224,8GB
2092,10566,4GB
2093,10360,2GB
2094,10360,4GB
2095,10049,
2096,9959,
2097,9882,4GB
2098,9821,4GB
2099,9821,6GB
2100,9822,2GB
2101,9822,3GB
2102,9826,2GB
2103,9826,3GB
2104,9825,2GB
2105,9825,3GB
2106,9824,1GB
2107,9824,2GB
2108,9757,6GB
2109,9757,8GB
2110,9754,12GB
2111,9754,6GB
2112,9754,8GB
2113,9711,4GB
2114,9711,6GB
2115,9671,12GB
2116,9671,6GB
2117,9671,8GB
2118,9655,4GB
2119,9609,3GB
2120,9609,4GB
2121,9490,4GB
2122,9490,6GB
2123,9436,4GB
2124,9436,6GB
2125,9489,12GB
2126,9489,6GB
2127,9489,8GB
2128,9349,6GB
2129,9375,6GB
2130,9374,4GB
2131,9374,6GB
2132,9371,3GB
2133,9222,6GB
2134,9226,3GB
2135,9226,4GB
2136,9225,2GB
2137,9225,3GB
2138,9144,2GB
2139,9144,3GB
2140,9143,3GB
2141,9116,3GB
2142,9116,4GB
2143,8973,2GB
2144,8973,3GB
2145,8947,2GB
2146,8942,1GB
2147,8942,2GB
2148,8941,1GB
2149,8941,2GB
2150,8834,3GB
2151,8834,4GB
2152,8850,3GB
2153,8794,3GB
2154,8794,4GB
2155,8605,3GB
2156,8605,4GB
2157,8604,2GB
2158,8603,3GB
2159,8603,4GB
2160,8602,2GB
2161,8559,3GB
2162,8423,4GB
2163,8423,6GB
2164,8376,2GB
2165,8375,1GB
2166,8506,1GB
2167,8320,1GB
2168,8319,3GB
2169,8319,4GB
2170,8318,3GB
2171,8318,4GB
2172,8317,2GB
2173,8317,3GB
2174,8316,2GB
2175,9744,2GB
2176,8311,
2177,8208,512MB
2178,8368,
2179,8193,1GB
2180,8147,3GB
2181,8146,3GB
2182,8145,4GB
2183,8125,3GB
2184,8125,4GB
2185,8101,1GB
2186,8038,4GB
2187,8038,6GB
2188,7953,2GB
2189,7953,3GB
2190,7952,1GB
2191,7952,2GB
2192,7951,1GB
2193,7947,2GB
2194,7946,2GB
2195,7939,2GB
2196,7918,3GB
2197,7878,3GB
2198,7878,4GB
2199,7865,2GB
2200,7850,2GB
2201,7802,2GB
2202,7802,3GB
2203,7756,2GB
2204,7755,3GB
2205,7742,1GB
2206,8549,4GB
2207,7642,1GB
2208,7605,1GB
2209,8142,1GB
2210,7557,2GB
2211,7539,2GB
2212,7711,2GB
2213,7552,1GB
2214,7540,2GB
2215,7354,3GB
2216,7511,3GB
2217,7507,1GB
2218,8043,512MB
2219,7233,512MB
2220,7216,
2221,7214,2GB
2222,7197,2GB
2223,7192,512MB
2224,7147,2GB
2225,7046,3GB
2226,7886,2GB
2227,7088,2GB
2228,7167,1GB
2229,7089,2GB
2230,7090,1GB
2231,7063,2GB
2232,6956,1GB
2233,8185,1GB
2234,6955,1GB
2235,6938,1GB
2236,6920,2GB
2237,6919,2GB
2238,6848,1GB
2239,6842,1GB
2240,6855,1GB
2241,6789,512MB
2242,6788,1GB
2243,6787,1GB
2244,6739,1GB
2245,6739,2GB
2246,6746,1GB
2247,6852,2GB
2248,6731,2GB
2249,6730,2GB
2250,6681,2GB
2251,6643,2GB
2252,6642,2GB
2253,6595,1GB
2254,6396,3GB
2255,6529,2GB
2256,6293,1GB
2257,6293,2GB
2258,6370,1GB
2259,6673,1GB
2260,6369,1GB
2261,6368,1GB
2262,6296,512MB
2263,6729,1GB
2264,6674,1GB
2265,6283,1GB
2266,6282,1GB
2267,6281,1GB
2268,6280,1GB
2269,6279,1GB
2270,6166,2GB
2271,6159,2GB
2272,6158,1GB
2273,6157,1GB
2274,6047,1GB
2275,5934,1GB
2276,5894,1GB
2277,5893,1GB
2278,5843,2GB
2279,5836,1GB
2280,5835,1GB
2281,5830,512MB
2282,5851,512MB
2283,5684,2GB
2284,5683,1GB
2285,5689,1GB
2286,5612,1GB
2287,5544,1GB
2288,5486,1GB
2289,5450,512MB
2290,5850,512MB
2291,5849,
2292,5385,1GB
2293,5354,1GB
2294,6196,1GB
2295,6197,1GB
2296,6198,1GB
2297,5353,1GB
2298,5352,1GB
2299,5241,2GB
2300,5244,1GB
2301,5247,1GB
2302,5463,1GB
2303,5462,1GB
2304,5245,512MB
2305,5333,512MB
2306,5246,512MB
2307,5243,512MB
2308,5140,1GB
2309,5095,256MB
2310,5094,512MB
2311,5060,512MB
2312,4985,512MB
2313,4956,1GB
2314,4911,512MB
2315,4912,
2316,4864,
2317,4863,
2318,4862,
2319,4861,
2320,4860,
2321,4859,
2322,4858,
2323,4424,1GB
2324,4424,512MB
2325,4711,
2326,4445,1GB
2327,4423,
2328,4441,1GB
2329,4440,1GB
2330,4439,1GB
2331,4442,512MB
2332,4443,1GB
2333,4444,1GB
2334,10185,
2335,7968,
2336,7008,
2337,11751,4GB
2338,10742,6GB
2339,10743,4GB
2340,10744,4GB
2341,10585,4GB
2342,10586,4GB
2343,10587,3GB
2344,10564,6GB
2345,10464,4GB
2346,10558,4GB
2347,10463,4GB
2348,10459,3GB
2349,10458,4GB
2350,10442,8GB
2351,10597,2GB
2352,10597,3GB
2353,10368,6GB
2354,10451,3GB
2355,10382,2GB
2356,10378,6GB
2357,10257,4GB
2358,10255,3GB
2359,10340,6GB
2360,10209,6GB
2361,10209,8GB
2362,10186,1GB
2363,10256,8GB
2364,10103,8GB
2365,10102,3GB
2366,10090,3GB
2367,10088,4GB
2368,10087,3GB
2369,10086,3GB
2370,9952,4GB
2371,9906,8GB
2372,9844,6GB
2373,9815,4GB
2374,9827,2GB
2375,9828,1GB
2376,9805,2GB
2377,9805,3GB
2378,9804,3GB
2379,9753,4GB
2380,9752,3GB
2381,9752,4GB
2382,9751,3GB
2383,9758,3GB
2384,9607,6GB
2385,9608,6GB
2386,9540,6GB
2387,9585,3GB
2388,9586,3GB
2389,9587,2GB
2390,9587,3GB
2391,9411,4GB
2392,9300,6GB
2393,9355,768MB
2394,9544,2GB
2395,9309,2GB
2396,9305,4GB
2397,9304,4GB
2398,9285,4GB
2399,9278,2GB
2400,9278,3GB
2401,9251,2GB
2402,9228,3GB
2403,9228,4GB
2404,9191,6GB
2405,9206,3GB
2406,9206,4GB
2407,9115,4GB
2408,9115,6GB
2409,9090,6GB
2410,9122,2GB
2411,10072,2GB
2412,9190,2GB
2413,9074,2GB
2414,9074,3GB
2415,9073,2GB
2416,9047,2GB
2417,9006,2GB
2418,8712,4GB
2419,8781,4GB
2420,8756,2GB
2421,8756,3GB
2422,8756,4GB
2423,8780,2GB
2424,8696,2GB
2425,8466,4GB
2426,8584,1.5GB
2427,8584,2GB
2428,8552,768MB
2429,8551,512MB
2430,8694,2GB
2431,8492,2GB
2432,8492,3GB
2433,8679,1.5GB
2434,8678,2GB
2435,8491,2GB
2436,8490,1.5GB
2437,8817,1GB
2438,8817,2GB
2439,8489,1GB
2440,8488,1GB
2441,8484,2GB
2442,8403,2GB
2443,8238,4GB
2444,8184,1.5GB
2445,8183,2GB
2446,8159,1.5GB
2447,8158,3GB
2448,8463,2GB
2449,8081,2GB
2450,8133,2GB
2451,8132,1.5GB
2452,8079,2GB
2453,8079,3GB
2454,8085,2GB
2455,7980,1GB
2456,8269,1GB
2457,8056,3GB
2458,7815,4GB
2459,7977,2GB
2460,7976,2GB
2461,7927,1.5GB
2462,7926,1.5GB
2463,7926,2GB
2464,7849,1.5GB
2465,7849,1GB
2466,7849,2GB
2467,7848,1.5GB
2468,7848,1GB
2469,7883,1GB
2470,7828,2GB
2471,7773,1GB
2472,7675,2GB
2473,7681,512MB
2474,7680,512MB
2475,7607,768MB
2476,7606,4GB
2477,7556,2GB
2478,7575,1.5GB
2479,7575,2GB
2480,7515,2GB
2481,7496,1.5GB
2482,7451,1GB
2483,7442,1GB
2484,7437,1GB
2485,7363,1.5GB
2486,7345,8MB
2487,7344,8MB
2488,7250,1GB
2489,7253,3GB
2490,6901,
2491,7245,1GB
2492,7245,2GB
2493,7212,1GB
2494,7212,2GB
2495,7148,1.5GB
2496,7070,
2497,7718,512MB
2498,7051,1GB
2499,7052,1GB
2500,7053,1GB
2501,7054,512MB
2502,6916,2GB
2503,6916,3GB
2504,6812,1GB
2505,6775,1GB
2506,6776,1GB
2507,6764,3GB
2508,6750,2GB
2509,6709,1GB
2510,6606,512MB
2511,6415,512MB
2512,6555,1GB
2513,6593,1GB
2514,6592,1GB
2515,6575,1GB
2516,6569,1.5GB
2517,6562,2GB
2518,6554,1GB
2519,6546,512MB
2520,6547,512MB
2521,6548,512MB
2522,6545,1.5GB
2523,6520,3GB
2524,6509,1GB
2525,6475,1GB
2526,6315,1GB
2527,6572,3GB
2528,6294,2GB
2529,6294,3GB
2530,7133,128MB
2531,6366,512MB
2532,6357,1GB
2533,7289,1GB
2534,6354,1GB
2535,6353,1GB
2536,6352,1GB
2537,7038,1GB
2538,6333,1GB
2539,6326,1GB
2540,6307,1GB
2541,6173,2GB
2542,6133,1GB
2543,6118,1GB
2544,6117,1GB
2545,6077,1GB
2546,6171,1GB
2547,6100,1GB
2548,6285,1GB
2549,6101,1GB
2550,7062,512MB
2551,6286,512MB
2552,6102,512MB
2553,6052,3GB
2554,6385,512MB
2555,6032,512MB
2556,5998,1GB
2557,5901,2GB
2558,5705,2GB
2559,5806,2GB
2560,5798,
2561,5772,1GB
2562,5736,1GB
2563,5750,512MB
2564,5723,
2565,5673,2GB
2566,5543,2GB
2567,5650,1GB
2568,5649,1GB
2569,5602,2GB
2570,5488,512MB
2571,5487,512MB
2572,5554,512MB
2573,5509,1GB
2574,5390,1GB
2575,5315,1GB
2576,5722,1GB
2577,5316,1GB
2578,5254,2GB
2579,5372,768MB
2580,5275,768MB
2581,5373,512MB
2582,5293,512MB
2583,5389,512MB
2584,5292,512MB
2585,5608,512MB
2586,5048,2GB
2587,6448,
2588,6449,
2589,5964,
2590,5089,
2591,5078,1GB
2592,5032,1GB
2593,5025,1GB
2594,5325,2GB
2595,4950,2GB
2596,5062,2GB
2597,4751,2GB
2598,4941,2GB
2599,5005,1GB
2600,4982,768MB
2601,4981,1GB
2602,4964,512MB
2603,4955,1GB
2604,4948,1GB
2605,4932,1GB
2606,4835,384MB
2607,4833,
2608,4984,64MB
2609,4779,64MB
2610,4749,512MB
2611,4702,64MB
2612,4739,2GB
2613,4717,1GB
2614,4712,
2615,4653,1GB
2616,4649,512MB
2617,4563,1GB
2618,4562,1GB
2619,4545,1GB
2620,4565,512MB
2621,4571,512MB
2622,4554,1GB
2623,4555,1GB
2624,4461,384MB
2625,4446,
2626,4625,256MB
2627,4430,1GB
2628,4416,1GB
2629,4377,1GB
2630,4392,
2631,4064,1GB
2632,4329,1GB
2633,4353,1GB
2634,4402,
2635,4351,
2636,4257,512MB
2637,4352,
2638,4253,
2639,4221,
2640,4286,512MB
2641,4213,1GB
2642,4188,1GB
2643,4201,1GB
2644,4140,1GB
2645,4157,512MB
2646,4067,512MB
2647,4309,512MB
2648,4043,512MB
2649,4289,512MB
2650,4287,512MB
2651,4037,512MB
2652,4040,256MB
2653,4090,
2654,4258,128MB
2655,4610,
2656,4561,
2657,4942,
2658,4470,
2659,4048,
2660,4094,
2661,4092,64MB
2662,4248,
2663,4326,
2664,4259,
2665,4089,
2666,3994,
2667,4211,
2668,4658,
2669,4635,
2670,3952,
2671,3937,
2672,4074,
2673,4033,
2674,3924,
2675,3918,
2676,3886,512MB
2677,3880,
2678,3759,512MB
2679,3835,
2680,4210,
2681,4095,
2682,3758,
2683,3837,
2684,3219,
2685,3735,140MB
2686,3704,512MB
2687,3762,512MB
2688,3598,512MB
2689,3667,
2690,3732,
2691,3852,
2692,3701,
2693,3684,
2694,3860,
2695,3698,
2696,3695,
2697,3674,
2698,3909,32MB
2699,3651,32MB
2700,3731,256MB
2701,3632,256MB
2702,3631,
2703,3630,
2704,3613,
2705,3605,
2706,3606,
2707,3558,512MB
2708,3555,512MB
2709,3532,512MB
2710,3486,
2711,3494,
2712,3669,
2713,3609,
2714,3583,
2715,3544,
2716,3516,512MB
2717,3345,
2718,3414,
2719,3220,
2720,3217,
2721,3218,
2722,3478,
2723,3470,
2724,3676,
2725,3459,
2726,3452,
2727,3458,
2728,3411,
2729,3412,
2730,3444,
2731,3360,
2732,3260,
2733,3359,
2734,3356,256MB
2735,3352,
2736,3216,
2737,3274,
2738,3341,
2739,3340,
2740,3221,
2741,3257,
2742,3245,
2743,3276,
2744,3076,
2745,3261,
2746,3251,
2747,3254,
2748,3253,
2749,3233,
2750,3124,
2751,3211,
2752,3081,156MB
2753,3215,
2754,3204,
2755,3164,512MB
2756,3136,
2757,3095,
2758,3199,
2759,3078,
2760,5444,
2761,4086,
2762,3135,
2763,3106,
2764,3083,
2765,3496,
2766,12472,3GB
2767,12471,4GB
2768,12465,
2769,12464,
2770,12381,4GB
2771,12381,6GB
2772,12381,8GB
2773,12322,3GB
2774,12321,3GB
2775,12285,
2776,12284,
2777,12286,
2778,12283,
2779,12282,
2780,12281,
2781,12244,6GB
2782,12210,
2783,12184,2GB
2784,12184,3GB
2785,12184,4GB
