,Device ID,RAM
2786,12139,3GB
2787,12139,4GB
2788,12139,6GB
2789,12138,2GB
2790,12138,3GB
2791,12138,4GB
2792,12137,4GB
2793,12137,6GB
2794,12136,2GB
2795,12085,2GB
2796,12085,3GB
2797,11973,512MB
2798,11831,6GB
2799,11831,8GB
2800,12373,3GB
2801,12373,4GB
2802,11826,4GB
2803,11826,6GB
2804,11825,3GB
2805,11825,4GB
2806,11823,4GB
2807,11818,4GB
2808,11741,
2809,11666,48MB
2810,11667,48MB
2811,11670,512MB
2812,11668,
2813,11669,3GB
2814,11669,4GB
2815,11644,3GB
2816,11644,4GB
2817,11629,3GB
2818,11628,3GB
2819,11381,2GB
2820,11381,3GB
2821,11381,4GB
2822,11380,2GB
2823,11380,3GB
2824,11740,4MB
2825,11739,4MB
2826,11382,1GB
2827,11382,2GB
2828,11358,3GB
2829,11358,4GB
2830,11356,3GB
2831,11356,4GB
2832,11356,6GB
2833,11207,6GB
2834,11135,4GB
2835,11142,3GB
2836,11142,4GB
2837,11077,4GB
2838,11077,6GB
2839,11013,4GB
2840,11013,6GB
2841,10967,2GB
2842,10967,3GB
2843,10967,4GB
2844,11025,8MB
2845,11019,1GB
2846,10965,128MB
2847,10966,128MB
2848,10959,3GB
2849,10955,1GB
2850,10955,2GB
2851,10838,6GB
2852,10838,8GB
2853,10840,4GB
2854,10840,6GB
2855,10841,4GB
2856,10842,3GB
2857,10842,4GB
2858,10843,1GB
2859,10843,2GB
2860,10844,1GB
2861,10844,2GB
2862,10700,1GB
2863,10700,2GB
2864,10700,3GB
2865,10624,4GB
2866,10624,6GB
2867,10584,1GB
2868,10575,512MB
2869,10576,512MB
2870,10588,6GB
2871,10547,2GB
2872,10532,64MB
2873,10533,64MB
2874,10404,3GB
2875,10404,4GB
2876,10460,2GB
2877,10460,3GB
2878,10351,2GB
2879,10351,3GB
2880,10273,3GB
2881,10275,2GB
2882,10274,2GB
2883,10241,
2884,10240,
2885,10142,6GB
2886,10142,8GB
2887,10117,3GB
2888,10117,4GB
2889,10117,6GB
2890,10143,1GB
2891,10144,8MB
2892,10131,1GB
2893,9993,1GB
2894,9988,2GB
2895,9833,4GB
2896,9833,6GB
2897,9834,3GB
2898,9834,4GB
2899,9835,
2900,10910,
2901,9836,
2902,9774,16MB
2903,9845,
2904,9773,4MB
2905,9737,2GB
2906,9736,2GB
2907,9731,2GB
2908,9731,3GB
2909,9652,6GB
2910,8867,6GB
2911,9603,2GB
2912,9603,3GB
2913,10619,2GB
2914,9604,2GB
2915,9604,3GB
2916,9538,1GB
2917,9538,3GB
2918,9606,
2919,9342,4GB
2920,9342,6GB
2921,9405,4MB
2922,9364,2GB
2923,9364,3GB
2924,9354,3GB
2925,9354,4GB
2926,9178,4GB
2927,9178,6GB
2928,9246,3GB
2929,9246,4GB
2930,9246,6GB
2931,9214,2GB
2932,9214,3GB
2933,9215,2GB
2934,9215,3GB
2935,9216,1GB
2936,9089,512MB
2937,9087,6GB
2938,9058,4GB
2939,9058,6GB
2940,8972,3GB
2941,8972,4GB
2942,9052,1GB
2943,9046,256MB
2944,8513,1GB
2945,8907,4GB
2946,8907,6GB
2947,8876,
2948,8522,4GB
2949,8522,6GB
2950,8770,4MB
2951,8769,4MB
2952,8572,2GB
2953,8571,2GB
2954,8571,3GB
2955,6885,3GB
2956,6885,4GB
2957,8597,
2958,8475,
2959,8343,16MB
2960,7772,16MB
2961,7771,16MB
2962,7517,16MB
2963,7516,16MB
2964,7272,4MB
2965,7271,4MB
2966,6910,8MB
2967,6911,8MB
2968,6877,1GB
2969,6814,2GB
2970,6640,1GB
2971,6639,1GB
2972,6638,1GB
2973,6571,4MB
2974,6570,4MB
2975,6524,512MB
2976,6523,512MB
2977,6383,1GB
2978,6288,
2979,6287,
2980,6227,2GB
2981,6254,1GB
2982,6255,512MB
2983,6232,512MB
2984,6148,768MB
2985,6147,768MB
2986,6067,512MB
2987,6149,64MB
2988,6150,
2989,5833,2GB
2990,5869,1GB
2991,5760,2GB
2992,5791,1GB
2993,5702,2GB
2994,5796,
2995,5794,
2996,5795,64MB
2997,5793,64MB
2998,5792,64MB
2999,5703,4MB
3000,5663,64MB
3001,5636,4MB
3002,5635,kB
3003,5438,512MB
3004,5506,2GB
3005,5560,64MB
3006,5559,64MB
3007,5451,1GB
3008,5437,1GB
3009,5445,64MB
3010,5417,32MB
3011,5321,512MB
3012,5322,512MB
3013,5323,64MB
3014,5324,
3015,5291,64MB
3016,5150,256MB
3017,5147,512MB
3018,5145,
3019,5138,
3020,5137,
3021,5096,16MB
3022,5090,1GB
3023,5069,256MB
3024,5024,1GB
3025,5009,64MB
3026,5010,64MB
3027,4967,1GB
3028,4968,1GB
3029,4802,128MB
3030,4801,32MB
3031,4800,32MB
3032,4758,
3033,4757,
3034,4756,
3035,4755,
3036,4695,256MB
3037,4690,
3038,4577,512MB
3039,4662,512MB
3040,4576,256MB
3041,4546,128MB
3042,4579,16MB
3043,4580,16MB
3044,4578,512MB
3045,4275,512MB
3046,4391,256MB
3047,4354,32MB
3048,4240,512MB
3049,4372,512MB
3050,4276,512MB
3051,4278,128MB
3052,4279,128MB
3053,4280,32MB
3054,4281,32MB
3055,4243,512MB
3056,4241,
3057,4242,
3058,4220,128MB
3059,4223,128MB
3060,4222,128MB
3061,4121,
3062,4120,
3063,4119,512MB
3064,4021,512MB
3065,4118,
3066,4113,64MB
3067,4085,256MB
3068,3398,1GB
3069,4019,256MB
3070,3931,
3071,3995,
3072,3996,
3073,4020,256MB
3074,3915,256MB
3075,3997,
3076,3961,256MB
3077,3962,
3078,3664,256MB
3079,3717,256MB
3080,3885,256MB
3081,3853,
3082,3610,64MB
3083,3638,64MB
3084,3578,128MB
3085,3545,256MB
3086,3524,256MB
3087,3394,256MB
3088,3525,64MB
3089,3477,
3090,3479,128MB
3091,3479,64MB
3092,3397,128MB
3093,3396,
3094,3390,128MB
3095,3348,
3096,3367,16MB
3097,3366,16MB
3098,3365,16MB
3099,3364,
3100,3252,256MB
3101,3304,64MB
3102,3229,
3103,3198,256MB
3104,3269,64MB
3105,3122,128MB
3106,3285,
3107,3286,
3108,3121,
3109,3041,
3110,3109,128MB
3111,10792,3GB
3112,10792,4GB
3113,12771,12GB
3114,12772,12GB
3115,12773,12GB
3116,12773,8GB
3117,12784,6GB
3118,12785,6GB
3119,12785,8GB
3120,12555,6GB
3121,12555,8GB
3122,12638,4GB
3123,12638,6GB
3124,12638,8GB
3125,12637,4GB
3126,12637,6GB
3127,12637,8GB
3128,12617,4GB
3129,12617,8GB
3130,12616,4GB
3131,12616,8GB
3132,12520,8GB
3133,12609,12GB
3134,12609,8GB
3135,12517,6GB
3136,12517,8GB
3137,12584,4GB
3138,12584,6GB
3139,12583,4GB
3140,12583,6GB
3141,12453,6GB
3142,12453,8GB
3143,12418,
3144,12252,
3145,12217,12GB
3146,12217,16GB
3147,12440,12GB
3148,12439,12GB
3149,12439,8GB
3150,12438,2GB
3151,12437,2GB
3152,11290,6GB
3153,11290,8GB
3154,12239,8GB
3155,12176,4GB
3156,12176,6GB
3157,12176,8GB
3158,12175,4GB
3159,12175,6GB
3160,12189,8GB
3161,12070,4GB
3162,12070,6GB
3163,12070,8GB
3164,12074,4GB
3165,12074,6GB
3166,12074,8GB
3167,12160,4GB
3168,12160,6GB
3169,12024,12GB
3170,12024,8GB
3171,12083,8GB
3172,12082,8GB
3173,12151,4GB
3174,12151,6GB
3175,12004,4GB
3176,12004,6GB
3177,12004,8GB
3178,12054,4GB
3179,12022,4GB
3180,11988,3GB
3181,11988,4GB
3182,11945,2GB
3183,11945,3GB
3184,11945,4GB
3185,11840,4GB
3186,11840,6GB
3187,11803,3GB
3188,11803,4GB
3189,11817,3GB
3190,11817,4GB
3191,11817,6GB
3192,11817,8GB
3193,11737,
3194,11538,
3195,11749,1.5GB
3196,11748,1.5GB
3197,11736,4GB
3198,11736,6GB
3199,11736,8GB
3200,11633,4GB
3201,11633,6GB
3202,11654,4GB
3203,11654,6GB
3204,11665,3GB
3205,11665,4GB
3206,11600,6GB
3207,11624,4GB
3208,11624,6GB
3209,11564,4GB
3210,11524,4GB
3211,11439,6GB
3212,11439,8GB
3213,11459,6GB
3214,11257,6GB
3215,11257,8GB
3216,11268,4GB
3217,11268,6GB
3218,11268,8GB
3219,11429,4GB
3220,11429,6GB
3221,11429,8GB
3222,11406,4GB
3223,11406,6GB
3224,11404,6GB
3225,11404,8GB
3226,11403,4GB
3227,11403,6GB
3228,11373,4GB
3229,11373,6GB
3230,11373,8GB
3231,11402,3GB
3232,11402,4GB
3233,11402,6GB
3234,11251,12GB
3235,11251,8GB
3236,11252,8GB
3237,11253,8GB
3238,11274,12GB
3239,11274,16GB
3240,11274,8GB
3241,11342,12GB
3242,11342,16GB
3243,11342,8GB
3244,11343,12GB
3245,11343,8GB
3246,10954,6GB
3247,10954,8GB
3248,11265,2GB
3249,11265,3GB
3250,11265,4GB
3251,11149,4GB
3252,11149,6GB
3253,11244,2GB
3254,11244,3GB
3255,11244,4GB
3256,11215,2GB
3257,11124,6GB
3258,11124,8GB
3259,11110,6GB
3260,11110,8GB
3261,11011,4GB
3262,11011,6GB
3263,11062,6GB
3264,11062,8GB
3265,10937,2GB
3266,10937,3GB
3267,10937,4GB
3268,11039,4GB
3269,11039,6GB
3270,11039,8GB
3271,10906,
3272,11044,
3273,11046,1.5GB
3274,11045,1.5GB
3275,11087,4GB
3276,11087,6GB
3277,11041,3GB
3278,11041,4GB
3279,11015,4GB
3280,11015,6GB
3281,10996,4GB
3282,10996,6GB
3283,10887,
3284,10873,4GB
3285,10873,6GB
3286,10873,8GB
3287,10948,4GB
3288,10948,6GB
3289,10933,2GB
3290,10933,3GB
3291,10933,4GB
3292,10922,4GB
3293,10922,6GB
3294,10922,8GB
3295,10900,8GB
3296,10848,6GB
3297,10848,8GB
3298,10860,3GB
3299,10860,4GB
3300,10850,6GB
3301,10825,4GB
3302,10824,3GB
3303,10824,4GB
3304,10469,6GB
3305,10469,8GB
3306,10631,6GB
3307,10631,8GB
3308,10641,4GB
3309,10641,6GB
3310,10641,8GB
3311,10718,4GB
3312,10753,4GB
3313,10753,6GB
3314,10753,8GB
3315,10749,8GB
3316,10740,6GB
3317,10740,8GB
3318,10578,4GB
3319,10578,6GB
3320,10596,12GB
3321,10596,16GB
3322,10625,8GB
3323,10626,8GB
3324,10648,4GB
3325,10648,6GB
3326,10648,8GB
3327,10663,3GB
3328,10663,4GB
3329,10604,2GB
3330,10604,3GB
3331,10604,4GB
3332,10604,6GB
3333,10709,2GB
3334,10709,3GB
3335,10708,2GB
3336,10708,3GB
3337,10708,4GB
3338,10603,1GB
3339,10603,2GB
3340,10603,3GB
3341,10603,4GB
3342,10580,4GB
3343,10580,6GB
3344,10496,6GB
3345,10498,6GB
3346,10476,4GB
3347,10377,6GB
3348,10377,8GB
3349,10428,6GB
3350,10428,8GB
3351,10412,4GB
3352,10412,6GB
3353,10412,8GB
3354,10411,3GB
3355,10411,4GB
3356,10148,6GB
3357,10148,8GB
3358,10371,6GB
3359,10342,
3360,10261,12GB
3361,10261,8GB
3362,10355,12GB
3363,10355,8GB
3364,10325,8GB
3365,10338,8GB
3366,10315,1GB
3367,10336,6GB
3368,10336,8GB
3369,10337,6GB
3370,10337,8GB
3371,10244,
3372,10333,6GB
3373,10333,8GB
3374,10335,3GB
3375,10316,1GB
3376,10316,2GB
3377,10314,1GB
3378,10314,2GB
3379,10276,8GB
3380,10216,3GB
3381,10239,2GB
3382,10239,3GB
3383,10239,4GB
3384,10239,6GB
3385,10208,1GB
3386,10243,8GB
3387,10146,6GB
3388,10146,8GB
3389,10157,6GB
3390,10157,8GB
3391,10172,3GB
3392,10483,3GB
3393,10158,4GB
3394,10124,3GB
3395,10124,4GB
3396,10149,4GB
3397,10149,6GB
3398,10149,8GB
3399,10138,4GB
3400,10138,8GB
3401,10111,4GB
3402,10111,6GB
3403,10132,2GB
3404,10132,3GB
3405,10132,4GB
3406,10079,6GB
3407,10079,8GB
3408,10040,12GB
3409,10040,16GB
3410,10084,12GB
3411,10084,16GB
3412,10041,12GB
3413,10041,8GB
3414,10080,8GB
3415,10254,8GB
3416,10044,12GB
3417,10044,8GB
3418,10081,8GB
3419,10054,
3420,10004,6GB
3421,10001,4GB
3422,10003,6GB
3423,10003,8GB
3424,9917,6GB
3425,9917,8GB
3426,9999,2GB
3427,9995,6GB
3428,9995,8GB
3429,9963,4GB
3430,9963,6GB
3431,9963,8GB
3432,9937,4GB
3433,9899,6GB
3434,9899,8GB
3435,9852,2GB
3436,9852,3GB
3437,9852,4GB
3438,9818,4GB
3439,9818,6GB
3440,9861,3GB
3441,9851,
3442,9523,
3443,9850,4GB
3444,9795,6GB
3445,9795,8GB
3446,9796,3GB
3447,9796,4GB
3448,9806,4GB
3449,9806,6GB
3450,9787,12GB
3451,9732,12GB
3452,9789,12GB
3453,9788,8GB
3454,9784,1.5GB
3455,9784,768MB
3456,9786,1.5GB
3457,9786,768MB
3458,9793,2GB
3459,9793,3GB
3460,9790,2GB
3461,9790,3GB
3462,9781,4GB
3463,9781,6GB
3464,9781,8GB
3465,9760,2GB
3466,9760,3GB
3467,9730,3GB
3468,9636,1GB
3469,9589,768MB
3470,9672,3GB
3471,9588,8GB
3472,9535,12GB
3473,9535,6GB
3474,9535,8GB
3475,9536,6GB
3476,9536,8GB
3477,9537,6GB
3478,9537,8GB
3479,9721,4GB
3480,9721,6GB
3481,9505,3GB
3482,9505,4GB
3483,9505,6GB
3484,9506,3GB
3485,9506,4GB
3486,9508,2GB
3487,9508,3GB
3488,9659,8GB
3489,9646,6GB
3490,9646,8GB
3491,9616,6GB
3492,9554,4GB
3493,9554,6GB
3494,9642,4GB
3495,9579,3GB
3496,9579,4GB
3497,9661,3GB
3498,9640,3GB
3499,9580,2GB
3500,9580,4GB
3501,9581,4GB
3502,9581,6GB
3503,9582,2GB
3504,9582,3GB
3505,9651,3GB
3506,9264,3GB
3507,9665,2GB
3508,9262,4GB
3509,9262,6GB
3510,9263,3GB
3511,9432,6GB
3512,9432,8GB
3513,9352,6GB
3514,9344,6GB
3515,9344,8GB
3516,9340,4GB
3517,9340,6GB
3518,9163,6GB
3519,9163,8GB
3520,9289,1.5GB
3521,9289,768MB
3522,9334,3GB
3523,9334,4GB
3524,9397,1GB
3525,9335,2GB
3526,9335,3GB
3527,9255,1GB
3528,9260,3GB
3529,9260,4GB
3530,9234,2GB
3531,8928,2GB
3532,9220,4GB
3533,9220,6GB
3534,9202,4GB
3535,9205,3GB
3536,9205,4GB
3537,9203,2GB
3538,9203,3GB
3539,9203,4GB
3540,9204,2GB
3541,9204,3GB
3542,9156,3GB
3543,9156,4GB
3544,9155,3GB
3545,9155,4GB
3546,9153,3GB
3547,9153,4GB
3548,9135,3GB
3549,8967,4GB
3550,8967,6GB
3551,8966,4GB
3552,8904,1.5GB
3553,8904,2GB
3554,8790,4GB
3555,8790,6GB
3556,8886,4GB
3557,8900,1GB
3558,8897,3GB
3559,8725,2GB
3560,8789,4GB
3561,8839,768MB
3562,8505,6GB
3563,8676,4GB
3564,8778,2GB
3565,8683,4GB
3566,8684,4GB
3567,8675,3GB
3568,8561,3GB
3569,8705,2GB
3570,8705,3GB
3571,8438,2GB
3572,9331,2GB
3573,9331,3GB
3574,8682,1GB
3575,8161,4GB
3576,8523,4GB
3577,8523,6GB
3578,8627,768MB
3579,8437,4GB
3580,8577,2GB
3581,8554,4GB
3582,8397,1GB
3583,8486,1.5GB
3584,8435,4GB
3585,8335,3GB
3586,8494,3GB
3587,8336,2GB
3588,8385,1.5GB
3589,8424,1.5GB
3590,8347,6GB
3591,7801,3GB
3592,8367,3GB
3593,8265,3GB
3594,8309,768MB
3595,8308,768MB
3596,8307,768MB
3597,8342,2GB
3598,8314,3GB
3599,8288,1GB
3600,8242,4GB
3601,8082,4GB
3602,8140,2GB
3603,8192,2GB
3604,8227,1.5GB
3605,8186,1.5GB
3606,8228,2GB
3607,8083,1.5GB
3608,8170,1GB
3609,8455,1.5GB
3610,8004,4GB
3611,8126,2GB
3612,8046,4GB
3613,8047,4GB
3614,7903,4GB
3615,7870,2GB
3616,7869,2GB
3617,8090,2GB
3618,8090,3GB
3619,7880,1.5GB
3620,7821,4GB
3621,7945,4GB
3622,7961,4GB
3623,7960,4GB
3624,7768,1GB
3625,7768,768MB
3626,7934,512MB
3627,7879,1.5GB
3628,7864,1GB
3629,7641,3GB
3630,7759,3GB
3631,7789,2GB
3632,7791,1.5GB
3633,8022,1.5GB
3634,7760,1.5GB
3635,7760,2GB
3636,7704,2GB
3637,7679,1.5GB
3638,7648,1.5GB
3639,7273,1GB
3640,7673,1GB
3641,7673,512MB
3642,7673,768MB
3643,7677,512MB
3644,7678,512MB
3645,7585,512MB
3646,7504,4GB
3647,7431,4GB
3648,7508,4GB
3649,7505,4GB
3650,7467,4GB
3651,7509,4GB
3652,6506,2GB
3653,7468,1.5GB
3654,7453,1.5GB
3655,7438,3GB
3656,7439,3GB
3657,7506,2GB
3658,7249,2GB
3659,7395,512MB
3660,8785,2GB
3661,8785,3GB
3662,7185,1.5GB
3663,7184,1.5GB
3664,6980,1.5GB
3665,7295,1.5GB
3666,7794,4MB
3667,7751,64MB
3668,7119,128MB
3669,7114,3GB
3670,7134,1GB
3671,7443,2GB
3672,7122,1.5GB
3673,7122,2GB
3674,8883,2GB
3675,7121,1.5GB
3676,7121,2GB
3677,6990,1.5GB
3678,7166,3GB
3679,7164,3GB
3680,7079,3GB
3681,7377,3GB
3682,6849,3GB
3683,7034,768MB
3684,7357,1GB
3685,6907,512MB
3686,7110,1GB
3687,6894,768MB
3688,7132,2GB
3689,6763,2GB
3690,6905,1.5GB
3691,6879,2GB
3692,6906,1.5GB
3693,6716,1GB
3694,6802,2GB
3695,6761,2GB
3696,6803,1GB
3697,6762,1.5GB
3698,6762,1GB
3699,6748,2GB
3700,4881,512MB
3701,6725,512MB
3702,6790,1GB
3703,6708,1GB
3704,6706,1GB
3705,6631,3GB
3706,6749,3GB
3707,6758,3GB
3708,6434,3GB
3709,6658,1.5GB
3710,6659,1.5GB
3711,6482,1.5GB
3712,6620,512MB
3713,7715,512MB
3714,7714,512MB
3715,7717,512MB
3716,7716,512MB
3717,6576,2GB
3718,6580,2GB
3719,6573,2GB
3720,6563,1.5GB
3721,6542,1.5GB
3722,6662,512MB
3723,6651,
3724,6650,
3725,6969,1.5GB
3726,6534,512MB
3727,6391,512MB
3728,6252,1.5GB
3729,6478,1GB
3730,6479,512MB
3731,6480,512MB
3732,6481,512MB
3733,6331,768MB
3734,6460,2GB
3735,6450,3GB
3736,6435,3GB
3737,6439,3GB
3738,6235,3GB
3739,6438,3GB
3740,6432,1GB
3741,6433,1.5GB
3742,6404,1.5GB
3743,6403,2GB
3744,6356,2GB
3745,6210,2GB
3746,6328,
3747,6289,1.5GB
3748,6284,512MB
3749,6245,2GB
3750,6251,1.5GB
3751,6250,1.5GB
3752,6241,1.5GB
3753,6249,1.5GB
3754,6248,1.5GB
3755,6240,1.5GB
3756,6247,1.5GB
3757,6246,1.5GB
3758,6239,1.5GB
3759,6209,1GB
3760,6190,1GB
3761,6272,2GB
3762,6237,2GB
3763,6338,2GB
3764,6033,2GB
3765,6846,1.5GB
3766,6099,1GB
3767,6505,
3768,6170,
3769,6054,512MB
3770,6015,2GB
3771,5961,2GB
3772,5975,1GB
3773,5969,1GB
3774,5958,1GB
3775,5945,3GB
3776,5944,3GB
3777,6048,3GB
3778,5943,3GB
3779,5942,3GB
3780,6212,3GB
3781,5941,2GB
3782,5940,2GB
3783,6049,2GB
3784,5946,2GB
3785,5928,2GB
3786,5904,1GB
3787,5889,2GB
3788,5887,3GB
3789,5886,1.5GB
3790,5876,768MB
3791,5862,1.5GB
3792,5814,1.5GB
3793,5846,
3794,5803,1.5GB
3795,5542,2GB
3796,5786,1GB
3797,5766,3GB
3798,5841,512MB
3799,5842,
3800,6216,
3801,6213,
3802,5749,512MB
3803,5677,3GB
3804,5665,3GB
3805,5634,
3806,5597,512MB
3807,5599,128MB
3808,5548,1GB
3809,5447,1.5GB
3810,6785,1GB
3811,5479,
3812,5375,1.5GB
3813,5446,2GB
3814,5456,1.5GB
3815,5491,1GB
3816,5490,1GB
3817,5478,1GB
3818,5468,1GB
3819,5419,1GB
3820,5423,1GB
3821,5422,1GB
3822,5398,1.5GB
3823,5396,1.5GB
3824,5394,768MB
3825,5392,1GB
3826,5391,512MB
3827,5314,512MB
3828,5371,2GB
3829,5125,2GB
3830,5420,2GB
3831,5388,2GB
3832,5252,2GB
3833,5253,2GB
3834,5357,
3835,5301,
3836,5300,
3837,5299,
3838,5298,
3839,5312,
3840,5362,
3841,5361,
3842,5280,768MB
3843,5279,512MB
3844,5271,1GB
3845,5263,1GB
3846,5221,1GB
3847,5213,1GB
3848,5163,1GB
3849,5162,1GB
3850,5059,
3851,5151,2GB
3852,5146,128MB
3853,5144,1GB
3854,5124,1GB
3855,5111,512MB
3856,5272,1GB
3857,5047,1GB
3858,5084,2GB
3859,5081,2GB
3860,5079,
3861,5033,1GB
3862,5027,512MB
3863,5026,512MB
3864,5019,1GB
3865,5018,1GB
3866,4931,
3867,5001,1GB
3868,5001,2GB
3869,4992,1GB
3870,4999,
3871,4914,1GB
3872,4965,
3873,4854,2GB
3874,5152,2GB
3875,4960,1GB
3876,4961,1GB
3877,4957,768MB
3878,4954,1GB
3879,4953,768MB
3880,4923,1GB
3881,4573,2GB
3882,4670,2GB
3883,4909,128MB
3884,4900,
3885,4883,768MB
3886,5342,
3887,5341,
3888,5311,
3889,4919,
3890,4870,
3891,4866,
3892,4865,128MB
3893,4857,512MB
3894,5114,512MB
3895,4777,512MB
3896,4771,512MB
3897,4769,1GB
3898,4851,
3899,4753,
3900,4754,
3901,4752,1GB
3902,4750,384MB
3903,4745,
3904,4804,2GB
3905,4803,2GB
3906,4799,2GB
3907,4238,1GB
3908,5343,
3909,4641,128MB
3910,4633,
3911,5461,512MB
3912,4612,
3913,4566,768MB
3914,5592,1GB
3915,4669,1GB
3916,4567,1GB
3917,4564,512MB
3918,4660,
3919,5340,768MB
3920,4559,768MB
3921,3883,512MB
3922,4548,
3923,4544,384MB
3924,4671,1GB
3925,4543,1GB
3926,4469,768MB
3927,4403,
3928,4448,
3929,4447,
3930,4432,1GB
3931,4431,512MB
3932,4420,1GB
3933,4419,1GB
3934,4406,1GB
3935,4415,1GB
3936,4414,
3937,4952,1GB
3938,4374,1GB
3939,4401,
3940,4397,512MB
3941,4387,1GB
3942,4385,
3943,4371,
3944,4380,
3945,4405,128MB
3946,4350,
3947,4344,512MB
3948,5556,
3949,4337,
3950,4336,
3951,4158,512MB
3952,4159,512MB
3953,4303,1GB
3954,4217,
3955,4277,512MB
3956,4271,
3957,4218,
3958,4301,1GB
3959,4219,1GB
3960,4327,1GB
3961,4262,512MB
3962,4284,
3963,4071,1GB
3964,4239,256MB
3965,4270,
3966,4667,1GB
3967,4208,1GB
3968,4200,512MB
3969,4198,1GB
3970,4096,
3971,4668,1GB
3972,4136,1GB
3973,4135,1GB
3974,4130,1GB
3975,4468,1GB
3976,4129,1GB
3977,3956,1GB
3978,4126,
3979,4054,
3980,4127,
3981,4376,1GB
3982,4124,1GB
3983,4125,1GB
3984,4114,512MB
3985,4115,
3986,4116,
3987,4694,
3988,4117,290MB
3989,4123,
3990,3437,
3991,4191,
3992,4100,
3993,4091,512MB
3994,4059,1GB
3995,3967,1GB
3996,4269,
3997,4283,128MB
3998,4026,512MB
3999,4058,
4000,4039,
4001,3991,
4002,3969,270MB
4003,3968,512MB
4004,4274,
4005,4056,
4006,4034,
4007,4093,
4008,4055,
4009,3941,
4010,3992,
4011,3940,
4012,3939,
4013,3908,512MB
4014,3986,
4015,3921,
4016,3993,
4017,4611,
4018,3927,256MB
4019,3916,
4020,3913,512MB
4021,3920,512MB
4022,3910,
4023,3904,
4024,3919,592MB
4025,3892,1GB
4026,4069,1GB
4027,3894,1GB
4028,3891,1GB
4029,3893,1GB
4030,3884,512MB
4031,3878,128MB
4032,3765,
4033,3850,270MB
4034,3621,1GB
4035,3844,
4036,3845,
4037,3838,
4038,3831,
4039,3778,
4040,3729,
4041,4030,
4042,3766,
4043,3836,
4044,3761,478MB
4045,4664,
4046,3724,278MB
4047,3726,280MB
4048,3741,278MB
4049,3725,384MB
4050,3879,
4051,3719,512MB
4052,3718,
4053,3705,
4054,3774,
4055,3733,
4056,3620,512MB
4057,3736,
4058,3634,
4059,3767,
4060,3668,
4061,3625,
4062,3617,
4063,3616,
4064,3665,
4065,3738,
4066,3753,
4067,3618,
4068,3615,336MB
4069,4396,
4070,3588,
4071,3586,
4072,3742,
4073,3743,
4074,3744,
4075,3745,
4076,3746,
4077,3747,
4078,3748,
4079,3749,
4080,3453,512MB
4081,3537,
4082,3547,
4083,3536,
4084,3768,
4085,3672,640MB
4086,3370,512MB
4087,3673,
4088,3769,
4089,3582,
4090,3671,
4091,3614,
4092,3487,
4093,3752,
4094,3750,
4095,3584,
4096,3580,512MB
4097,3581,512MB
4098,3579,
4099,3515,
4100,3531,
4101,3415,
4102,4638,
4103,4087,
4104,3493,
4105,3490,
4106,3448,
4107,3368,
4108,3482,
4109,3492,
4110,3416,512MB
4111,3467,
4112,3336,
4113,3335,
4114,3334,
4115,3333,
4116,3408,512MB
4117,3401,
4118,3402,
4119,3433,16MB
4120,3450,
4121,3434,128MB
4122,3410,512MB
4123,3430,
4124,3429,
4125,3435,
4126,3436,
4127,3438,
4128,3928,
4129,3399,
4130,3400,
4131,3371,
4132,3432,256MB
4133,3395,256MB
4134,3362,
4135,3355,
4136,3346,
4137,3319,
4138,3418,
